iter	Passed	Remaining
354	428016	1380504
355	429250	1379388
356	430420	1378069
357	431658	1376967
358	432919	1375935
359	434099	1374647
360	435221	1373177
361	436446	1372034
362	437660	1370853
363	438819	1369503
364	440012	1368258
365	441182	1366942
366	442361	1365656
367	443535	1364352
368	444705	1363040
369	445931	1361899
370	447129	1360672
371	448243	1359191
372	449432	1357937
373	450559	1356496
374	451767	1355303
375	452958	1354056
376	454085	1352621
377	455314	1351489
378	456519	1350286
379	457779	1349245
380	459047	1348226
381	460349	1347305
382	461600	1346234
383	462853	1345168
384	464057	1343959
385	465194	1342555
386	466363	1341246
387	467553	1339997
388	468680	1338570
389	469892	1337384
390	471114	1336229
391	472289	1334942
392	473536	1333853
393	474766	1332720
394	475981	1331542
395	477188	1330343
396	478373	1329083
397	479614	1327976
398	480824	1326786
399	482085	1325735
400	483296	1324546
401	484528	1323413
402	485732	1322204
403	487004	1321180
404	488220	1320002
405	489472	1318922
406	490618	1317556
407	491811	1316319
408	492944	1314921
409	494325	1314183
410	495633	1313248
411	496800	1311940
412	497956	1310600
413	499101	1309236
414	500358	1308166
415	501521	1306848
416	502715	1305614
417	503980	1304560
418	505287	1303616
419	506480	1302377
420	507646	1301070
421	508821	1299784
422	509999	1298510
423	511205	1297303
424	512388	1296041
425	513590	1294825
426	514799	1293629
427	516025	1292474
428	517226	1291258
429	518382	1289928
430	519569	1288677
431	520681	1287240
432	521805	1285835
433	523040	1284703
434	524346	1283744
435	525519	1282460
436	526668	1281117
437	527929	1280049
438	529178	1278949
439	530351	1277664
440	531543	1276428
441	532714	1275139
442	533864	1273803
443	535150	1272789
444	536285	1271418
445	537554	1270363
446	538750	1269136
447	539915	1267838
448	541092	1266566
449	542387	1265570
450	543574	1264322
451	544824	1263222
452	546025	1262005
453	547211	1260756
454	548498	1259738
455	549637	1258379
456	550777	1257025
457	551901	1255637
458	552964	1254108
459	554201	1252977
460	555440	1251849
461	556657	1250673
462	557819	1249371
463	558934	1247966
464	560126	1246732
465	561320	1245504
466	562551	1244358
467	563680	1242986
468	564865	1241740
469	566013	1240411
470	567161	1239084
471	568377	1237907
472	569608	1236760
473	570780	1235487
474	571944	1234196
475	573117	1232924
476	574364	1231812
477	575631	1230742
478	576843	1229555
479	578035	1228325
480	579163	1226959
481	580422	1225870
482	581631	1224677
483	582856	1223516
484	584079	1222351
485	585303	1221188
486	586497	1219962
487	587731	1218820
488	588893	1217527
489	590086	1216301
490	591274	1215062
491	592497	1213896
492	593764	1212821
493	594938	1211554
494	596106	1210276
495	597292	1209035
496	598424	1207685
497	599639	1206503
498	600855	1205322
499	602072	1204144
500	603185	1202758
501	604316	1201410
502	605587	1200339
503	606790	1199134
504	607935	1197813
505	609096	1196525
506	610187	1195100
507	611408	1193930
508	612562	1192631
509	613716	1191331
510	614931	1190150
511	616091	1188863
512	617233	1187543
513	618434	1186336
514	619731	1185312
515	620947	1184132
516	622269	1183155
517	623614	1182218
518	624782	1180946
519	625983	1179738
520	627185	1178530
521	628436	1177414
522	629667	1176262
523	630875	1175065
524	632063	1173832
525	633409	1172891
526	634636	1171729
527	635916	1170664
528	637097	1169417
529	638163	1167960
530	639295	1166623
531	640614	1165629
532	641766	1164330
533	642939	1163069
534	644003	1161613
535	645158	1160321
536	646397	1159182
537	647518	1157830
538	648681	1156554
539	649911	1155397
540	651067	1154110
541	652251	1152872
542	653419	1151607
543	654626	1150410
544	655845	1149233
545	657058	1148047
546	658281	1146878
547	659460	1145632
548	660687	1144470
549	661931	1143336
550	663061	1142006
551	664280	1140829
552	665499	1139652
553	666658	1138373
554	667812	1137086
555	669023	1135896
556	670198	1134644
557	671466	1133551
558	672674	1132355
559	673914	1131214
560	675099	1129980
561	676252	1128692
562	677532	1127616
563	678707	1126365
564	679819	1125011
565	680993	1123760
566	682159	1122494
567	683384	1121327
568	684652	1120231
569	685915	1119125
570	687126	1117933
571	688377	1116808
572	689571	1115590
573	690855	1114515
574	692054	1113304
575	693259	1112103
576	694453	1110885
577	695609	1109604
578	696824	1108419
579	698014	1107196
580	699239	1106025
581	700473	1104871
582	701678	1103669
583	702792	1102325
584	703902	1100975
585	705108	1099776
586	706263	1098498
587	707386	1097171
588	708624	1096022
589	709772	1094733
590	710892	1093403
591	712140	1092269
592	713323	1091036
593	714541	1089855
594	715655	1088517
595	716891	1087365
596	718178	1086289
597	719282	1084937
598	720444	1083673
599	721713	1082569
600	722909	1081356
601	724123	1080171
602	725310	1078944
603	726459	1077662
604	727787	1076644
605	728964	1075403
606	730210	1074264
607	731388	1073023
608	732490	1071672
609	733724	1070516
610	734923	1069308
611	736133	1068115
612	737394	1066996
613	738637	1065852
614	739895	1064727
615	741221	1063700
616	742475	1062569
617	743632	1061300
618	744827	1060084
619	746048	1058906
620	747223	1057664
621	748389	1056407
622	749532	1055120
623	750718	1053893
624	751860	1052605
625	753118	1051478
626	754264	1050195
627	755507	1049049
628	756714	1047850
629	757892	1046613
630	759071	1045377
631	760317	1044232
632	761630	1043180
633	762885	1042048
634	764092	1040850
635	765251	1039587
636	766428	1038348
637	767583	1037079
638	768884	1036008
639	770143	1034880
640	771342	1033671
641	772557	1032483
642	773804	1031337
643	775069	1030216
644	776211	1028931
645	777349	1027641
646	778527	1026405
647	779676	1025129
648	780845	1023882
649	782029	1022653
650	783228	1021445
651	784452	1020269
652	785619	1019019
653	786757	1017732
654	787983	1016558
655	789111	1015259
656	790415	1014185
657	791661	1013037
658	792914	1011898
659	794170	1010762
660	795376	1009562
661	796716	1008532
662	797908	1007314
663	799221	1006248
664	800391	1005002
665	801601	1003807
666	802815	1002616
667	804145	1001569
668	805485	1000536
669	806686	999328
670	807787	997996
671	808939	996728
672	810220	995620
673	811465	994467
674	812608	993188
675	813754	991913
676	814807	990527
677	815962	989264
678	817188	988088
679	818325	986804
680	819557	985635
681	820759	984430
682	821979	983246
683	823272	982149
684	824421	980880
685	825516	979548
686	826670	978286
687	827989	977220
688	829145	975960
689	830317	974720
690	831590	973598
691	832794	972395
692	833991	971185
693	835130	969906
694	836370	968745
695	837519	967479
696	838663	966207
697	839842	964976
698	841045	963773
699	842215	962532
700	843470	961387
701	844656	960165
702	845905	959014
703	847219	957936
704	848404	956711
705	849619	955521
706	850815	954309
707	851993	953077
708	853131	951800
709	854272	950528
710	855416	949260
711	856619	948056
712	857814	946844
713	858956	945574
714	860053	944254
715	861297	943096
716	862488	941881
717	863657	940640
718	864900	939481
719	866155	938335
720	867247	937012
721	868328	935678
722	869484	934425
723	870705	933242
724	871870	931999
725	873038	930759
726	874263	929581
727	875419	928329
728	876611	927116
729	877742	925838
730	879000	924694
731	880228	923518
732	881411	922295
733	882520	920995
734	883697	919766
735	884966	918633
736	886075	917334
737	887257	916111
738	888401	914849
739	889618	913661
740	890799	912438
741	891969	911203
742	893212	910042
743	894368	908793
744	895560	907581
745	896718	906334
746	897970	905183
747	899274	904083
748	900477	902881
749	901676	901676
750	902893	900489
751	904055	899246
752	905422	898207
753	906695	897075
754	907908	895883
755	909058	894628
756	910261	893426
757	911433	892194
758	912575	890933
759	913793	889746
760	915002	888550
761	916246	887387
762	917337	886078
763	918478	884816
764	919667	883601
765	920897	882426
766	922110	881234
767	923283	880004
768	924493	878810
769	925634	877550
770	926829	876340
771	927989	875099
772	929141	873850
773	930352	872656
774	931557	871457
775	932677	870178
776	933857	868956
777	935005	867703
778	936218	866513
779	937364	865259
780	938514	864009
781	939703	862796
782	940985	861669
783	942148	860431
784	943330	859212
785	944503	857984
786	945742	856816
787	946888	855564
788	948171	854435
789	949365	853226
790	950538	852000
791	951724	850783
792	952799	849469
793	954008	848274
794	955240	847100
795	956455	845909
796	957635	844690
797	958909	843551
798	960094	842335
799	961226	841072
800	962450	839891
801	963542	838594
802	964742	837391
803	965853	836112
804	967078	834931
805	968215	833674
806	969335	832403
807	970528	831194
808	971713	829980
809	972982	828837
810	974278	827715
811	975466	826503
812	976658	825294
813	977798	824041
814	978997	822838
815	980168	821612
816	981331	820378
817	982547	819189
818	983802	818033
819	985004	816833
820	986314	815721
821	987556	814553
822	988752	813348
823	989997	812182
824	991096	810897
825	992260	809665
826	993439	808446
827	994593	807206
828	995816	806022
829	996998	804806
830	998212	803615
831	999405	802406
832	1000572	801178
833	1001789	799990
834	1003054	798840
835	1004387	797743
836	1005670	796606
837	1006894	795422
838	1008111	794233
839	1009258	792988
840	1010480	791803
841	1011629	790560
842	1012782	789321
843	1013948	788092
844	1015079	786836
845	1016244	785607
846	1017420	784386
847	1018548	783129
848	1019705	781894
849	1020860	780658
850	1021998	779409
851	1023133	778157
852	1024244	776888
853	1025398	775653
854	1026616	774465
855	1027772	773230
856	1028860	771945
857	1030047	770735
858	1031222	769515
859	1032405	768301
860	1033680	767156
861	1034925	765988
862	1036125	764788
863	1037246	763528
864	1038409	762300
865	1039635	761118
866	1040807	759897
867	1041946	758651
868	1043146	757451
869	1044382	756276
870	1045542	755047
871	1046807	753893
872	1048031	752710
873	1049188	751478
874	1050269	750192
875	1051382	748929
876	1052549	747706
877	1053701	746472
878	1054870	745250
879	1056128	744090
880	1057351	742906
881	1058567	741717
882	1059760	740512
883	1060975	739322
884	1062123	738085
885	1063283	736857
886	1064437	735626
887	1065668	734447
888	1066977	733322
889	1068218	732149
890	1069349	730901
891	1070424	729616
892	1071605	728403
893	1072747	727164
894	1074036	726024
895	1075242	724828
896	1076375	723583
897	1077599	722399
898	1078882	721255
899	1080145	720097
900	1081378	718918
901	1082552	717700
902	1083703	716468
903	1084918	715278
904	1086115	714075
905	1087264	712842
906	1088398	711599
907	1089605	710403
908	1090758	709172
909	1091985	707990
910	1093192	706795
911	1094384	705590
912	1095605	704403
913	1096944	703292
914	1098199	702127
915	1099481	700979
916	1100798	699853
917	1101972	698636
918	1103237	697476
919	1104448	696282
920	1105559	695026
921	1106744	693816
922	1108011	692657
923	1109239	691473
924	1110444	690276
925	1111662	689086
926	1112873	687892
927	1114164	686748
928	1115367	685548
929	1116590	684362
930	1117735	683127
931	1118865	681883
932	1120048	680672
933	1121183	679432
934	1122435	678262
935	1123587	677033
936	1124834	675861
937	1126011	674646
938	1127196	673437
939	1128405	672241
940	1129608	671042
941	1130800	669837
942	1131911	668583
943	1132999	667317
944	1134060	666035
945	1135223	664813
946	1136506	663662
947	1137727	662474
948	1138955	661290
949	1140224	660130
950	1141419	658926
951	1142666	657753
952	1143918	656582
953	1145190	655423
954	1146308	654176
955	1147596	653025
956	1148831	651844
957	1150058	650659
958	1151324	649495
959	1152578	648325
960	1153797	647135
961	1155047	645962
962	1156352	644819
963	1157566	643625
964	1158775	642429
965	1160005	641245
966	1161353	640125
967	1162602	638950
968	1163820	637759
969	1165024	636559
970	1166150	635317
971	1167338	634109
972	1168533	632905
973	1169722	631698
974	1170880	630474
975	1172047	629255
976	1173270	628065
977	1174339	626794
978	1175531	625589
979	1176771	624409
980	1177958	623201
981	1179133	621986
982	1180403	620822
983	1181702	619673
984	1182860	618450
985	1184067	617252
986	1185246	616039
987	1186392	614810
988	1187565	613595
989	1188743	612383
990	1189973	611197
991	1191145	609981
992	1192297	608755
993	1193431	607521
994	1194597	606303
995	1195635	605020
996	1196836	603820
997	1197977	602589
998	1199152	601376
999	1200287	600143
1000	1201454	598927
1001	1202619	597708
1002	1203790	596494
1003	1204950	595274
1004	1206233	594114
1005	1207366	592882
1006	1208523	591660
1007	1209652	590425
1008	1210874	589236
1009	1212079	588038
1010	1213249	586824
1011	1214414	585606
1012	1215603	584401
1013	1216845	583221
1014	1218036	582017
1015	1219260	580828
1016	1220412	579605
1017	1221591	578396
1018	1222793	577197
1019	1223975	575988
1020	1225141	574772
1021	1226301	573554
1022	1227492	572349
1023	1228652	571131
1024	1229778	569897
1025	1230971	568694
1026	1232176	567496
1027	1233352	566286
1028	1234486	565056
1029	1235733	563878
1030	1236911	562668
1031	1238077	561453
1032	1239223	560229
1033	1240436	559036
1034	1241550	557798
1035	1242747	556597
1036	1243866	555361
1037	1245140	554195
1038	1246392	553019
1039	1247667	551852
1040	1248869	550654
1041	1250060	549450
1042	1251287	548262
1043	1252450	547047
1044	1253662	545853
1045	1254853	544649
1046	1255996	543425
1047	1257290	542266
1048	1258503	541072
1049	1259678	539862
1050	1260919	538680
1051	1262188	537509
1052	1263384	536308
1053	1264530	535085
1054	1265774	533904
1055	1266948	532694
1056	1268187	531511
1057	1269574	530389
1058	1270887	529236
1059	1272012	528005
1060	1273203	526801
1061	1274320	525567
1062	1275577	524390
1063	1276826	523210
1064	1278069	522028
1065	1279286	520835
1066	1280480	519632
1067	1281693	518437
1068	1282858	517223
1069	1284136	516054
1070	1285238	514815
1071	1286428	513611
1072	1287690	512436
1073	1288928	511250
1074	1290091	510036
1075	1291332	508852
1076	1292542	507655
1077	1293743	506456
1078	1294928	505250
1079	1296108	504042
1080	1297298	502838
1081	1298584	501671
1082	1299769	500465
1083	1300965	499263
1084	1302266	498102
1085	1303481	496907
1086	1304701	495714
1087	1305955	494534
1088	1307213	493355
1089	1308387	492145
1090	1309652	490969
1091	1310832	489761
1092	1311981	488542
1093	1313134	487324
1094	1314321	486119
1095	1315520	484917
1096	1316745	483726
1097	1317933	482522
1098	1319059	481294
1099	1320290	480105
1100	1321473	478899
1101	1322694	477706
1102	1323894	476505
1103	1325094	475305
1104	1326316	474113
1105	1327619	472949
1106	1328834	471754
1107	1330129	470587
1108	1331387	469407
1109	1332563	468197
1110	1333771	467000
1111	1334920	465781
1112	1336102	464574
1113	1337301	463373
1114	1338501	462173
1115	1339688	460968
1116	1340889	459767
1117	1342158	458590
1118	1343373	457395
1119	1344547	456185
1120	1345766	454991
1121	1346990	453799
1122	1348226	452610
1123	1349413	451405
1124	1350590	450196
1125	1351742	448980
1126	1352918	447771
1127	1354021	446539
1128	1355205	445333
1129	1356404	444132
1130	1357563	442918
1131	1358808	441732
1132	1360042	440543
1133	1361270	439351
1134	1362490	438157
1135	1363711	436963
1136	1364928	435768
1137	1366080	434552
1138	1367250	433342
1139	1368341	432107
1140	1369515	430899
1141	1370756	429711
1142	1372001	428525
1143	1373149	427308
1144	1374368	426114
1145	1375595	424922
1146	1376767	423713
1147	1377960	422510
1148	1379260	421340
1149	1380443	420134
1150	1381592	418919
1151	1382879	417744
1152	1384049	416535
1153	1385205	415321
1154	1386448	414133
1155	1387771	412970
1156	1389005	411779
1157	1390164	410566
1158	1391351	409362
1159	1392575	408168
1160	1393791	406972
1161	1394974	405767
1162	1396142	404557
1163	1397394	403371
1164	1398502	402144
1165	1399585	400910
1166	1400714	399689
1167	1401832	398466
1168	1402965	397246
1169	1404153	396043
1170	1405392	394853
1171	1406477	393621
1172	1407651	392414
1173	1408815	391204
1174	1409957	389988
1175	1411106	388774
1176	1412299	387572
1177	1413509	386375
1178	1414742	385184
1179	1415916	383977
1180	1417145	382785
1181	1418318	381577
1182	1419512	380376
1183	1420702	379173
1184	1421842	377958
1185	1423081	376768
1186	1424274	375567
1187	1425433	374356
1188	1426634	373156
1189	1427897	371973
1190	1429026	370754
1191	1430188	369545
1192	1431338	368332
1193	1432583	367144
1194	1433702	365924
1195	1434932	364731
1196	1436147	363536
1197	1437493	362373
1198	1438786	361196
1199	1439975	359993
1200	1441213	358803
1201	1442337	357584
1202	1443593	356398
1203	1444805	355201
1204	1445989	353997
1205	1447159	352790
1206	1448393	351598
1207	1449498	350375
1208	1450670	349168
1209	1451795	347951
1210	1452950	346740
1211	1454224	345558
1212	1455454	344365
1213	1456581	343148
1214	1457730	341936
1215	1458888	340727
1216	1460091	339528
1217	1461233	338315
1218	1462421	337112
1219	1463637	335916
1220	1464849	334719
1221	1466061	333523
1222	1467203	332310
1223	1468420	331114
1224	1469595	329909
1225	1470771	328704
1226	1471982	327507
1227	1473086	326286
1228	1474299	325089
1229	1475444	323878
1230	1476603	322669
1231	1477754	321459
1232	1478941	320257
1233	1480185	319067
1234	1481321	317854
1235	1482487	316647
1236	1483655	315441
1237	1484930	314258
1238	1486141	313061
1239	1487284	311850
1240	1488506	310655
1241	1489685	309451
1242	1490889	308253
1243	1492111	307058
1244	1493312	305859
1245	1494503	304658
1246	1495683	303454
1247	1496863	302251
1248	1498071	301053
1249	1499143	299828
1250	1500364	298633
1251	1501620	297445
1252	1502782	296238
1253	1503949	295033
1254	1505182	293840
1255	1506334	292631
1256	1507567	291439
1257	1508748	290236
1258	1509911	289029
1259	1511089	287826
1260	1512281	286625
1261	1513490	285428
1262	1514720	284235
1263	1515933	283038
1264	1517150	281842
1265	1518506	280671
1266	1519674	279466
1267	1520867	278265
1268	1522029	277059
1269	1523249	275864
1270	1524397	274655
1271	1525625	273461
1272	1526826	272262
1273	1528043	271065
1274	1529182	269855
1275	1530416	268662
1276	1531671	267472
1277	1532912	266280
1278	1534170	265091
1279	1535386	263894
1280	1536487	262678
1281	1537661	261474
1282	1538852	260273
1283	1540103	259082
1284	1541272	257878
1285	1542519	256686
1286	1543757	255493
1287	1545020	254304
1288	1546138	253091
1289	1547303	251886
1290	1548530	250691
1291	1549780	249500
1292	1550968	248298
1293	1552151	247096
1294	1553327	245893
1295	1554476	244686
1296	1555681	243487
1297	1556855	242284
1298	1558168	241102
1299	1559400	239907
1300	1560557	238701
1301	1561820	237511
1302	1562975	236305
1303	1564085	235092
1304	1565244	233887
1305	1566412	232683
1306	1567512	231468
1307	1568678	230264
1308	1569841	229060
1309	1571004	227855
1310	1572244	226662
1311	1573425	225460
1312	1574635	224262
1313	1575814	223060
1314	1577016	221861
1315	1578231	220664
1316	1579424	219464
1317	1580729	218279
1318	1581876	217073
1319	1583043	215869
1320	1584225	214667
1321	1585391	213464
1322	1586570	212262
1323	1587783	211064
1324	1588945	209860
1325	1590128	208659
1326	1591249	207450
1327	1592388	206243
1328	1593552	205039
1329	1594684	203831
1330	1595838	202627
1331	1597014	201425
1332	1598269	200233
1333	1599480	199035
1334	1600658	197834
1335	1601845	196633
1336	1602984	195427
1337	1604137	194222
1338	1605305	193020
1339	1606473	191817
1340	1607776	190631
1341	1609039	189439
1342	1610235	188240
1343	1611474	187046
1344	1612632	185842
1345	1613840	184644
1346	1614980	183438
1347	1616133	182234
1348	1617324	181034
1349	1618519	179835
1350	1619731	178638
1351	1620948	177441
1352	1622147	176242
1353	1623338	175042
1354	1624586	173848
1355	1625779	172649
1356	1626992	171451
1357	1628144	170247
1358	1629335	169048
1359	1630514	167847
1360	1631711	166647
1361	1632878	165445
1362	1634042	164243
1363	1635225	163042
1364	1636355	161837
1365	1637477	160631
1366	1638645	159429
1367	1639853	158231
1368	1641067	157034
1369	1642348	155843
1370	1643550	154644
1371	1644702	153441
1372	1645879	152240
1373	1647166	151050
1374	1648368	149851
1375	1649511	148647
1376	1650640	147442
1377	1651849	146245
1378	1653003	145042
1379	1654194	143842
1380	1655337	142639
1381	1656595	141445
1382	1657825	140249
1383	1659024	139051
1384	1660161	137847
1385	1661276	136641
1386	1662432	135439
1387	1663611	134239
1388	1664776	133038
1389	1665919	131835
1390	1667091	130634
1391	1668284	129435
1392	1669504	128239
1393	1670725	127042
1394	1671999	125849
1395	1673253	124654
1396	1674448	123456
1397	1675635	122256
1398	1676820	121057
1399	1678017	119858
1400	1679207	118659
1401	1680346	117456
1402	1681513	116255
1403	1682699	115056
1404	1683948	113861
1405	1685085	112658
1406	1686241	111457
1407	1687412	110257
1408	1688676	109062
1409	1689832	107861
1410	1690940	106657
1411	1692132	105458
1412	1693336	104260
1413	1694550	103063
1414	1695856	101871
1415	1697039	100671
1416	1698204	99471
1417	1699321	98268
1418	1700481	97067
1419	1701624	95866
1420	1702810	94667
1421	1703966	93466
1422	1705085	92263
1423	1706239	91063
1424	1707449	89865
1425	1708629	88666
1426	1709760	87464
1427	1710922	86265
1428	1712054	85063
1429	1713187	83862
1430	1714449	82667
1431	1715654	81469
1432	1716825	80270
1433	1718031	79072
1434	1719179	77872
1435	1720370	76673
1436	1721668	75480
1437	1722817	74280
1438	1724035	73082
1439	1725194	71883
1440	1726337	70682
1441	1727472	69482
1442	1728647	68283
1443	1729987	67090
1444	1731153	65891
1445	1732334	64692
1446	1733502	63493
1447	1734709	62296
1448	1735884	61097
1449	1737043	59898
1450	1738224	58699
1451	1739383	57500
1452	1740536	56300
1453	1741765	55103
1454	1742937	53905
1455	1744250	52710
1456	1745612	51517
1457	1746754	50318
1458	1748027	49122
1459	1749303	47926
1460	1750607	46730
1461	1751772	45531
1462	1752957	44333
1463	1754190	43135
1464	1755487	41939
1465	1756708	40742
1466	1757831	39542
1467	1759120	38345
1468	1760373	37148
1469	1761574	35950
1470	1762752	34751
1471	1763949	33553
1472	1765212	32356
1473	1766405	31157
1474	1767557	29958
1475	1768736	28759
1476	1769954	27561
1477	1771260	26365
1478	1772508	25167
1479	1773725	23969
1480	1774984	22771
1481	1776169	21572
1482	1777403	20374
1483	1778597	19176
1484	1779787	17977
1485	1781049	16779
1486	1782261	15581
1487	1783436	14382
1488	1784636	13184
1489	1785851	11985
1490	1786982	10786
1491	1788138	9587
1492	1789298	8389
1493	1790407	7190
1494	1791614	5992
1495	1792805	4793
1496	1794000	3595
1497	1795198	2396
1498	1796547	1198
1499	1797907	0
